RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RADIO,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
14736,1,1,9,10,3/23/2025,3/23/2025,3,3,1,2,2,2,2,1,4,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,12,3,1,5,6,2,3,2,1,1,,1,2,3,5,6,2,3,1,3,1,1,6,3,1,1.20330071,1.476913673
1286,2,1,,10,5/8/2025,5/8/2025,2,2,2,2,2,2,1,2,4,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,3,2,3,1,1,1,,1,2,3,5,8,3,4,1,3,1,1,8,4,1,2.406601419,1.720842642
18039,1,1,9,10,3/1/2025,3/1/2025,3,2,1,2,2,2,1,3,4,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,6,6,2,3,1,1,2,,2,2,1,1,6,2,1,2,3,1,2,8,4,1,1.20330071,0.912471833
1281,3,1,10,5,2/25/2025,2/25/2025,3,1,1,1,3,2,2,3,4,2,2,2,6,4,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,6,1,2,3,1,2,,2,1,1,3,9,3,1,1,1,1,2,1,3,1,0.624820777,0.788492241
8320,2,1,,10,5/19/2025,5/19/2025,2,3,2,2,3,2,3,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,3,4,2,2,5,1,99,1,2,3,1,1,2,1,1,2,1,1,2,2,2,,4,3,2,1.604400946,3.672778483
11843,1,1,9,7,3/8/2025,3/8/2025,3,1,1,2,3,1,2,1,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,4,6,1,3,1,1,1,,1,1,1,3,6,2,1,1,3,1,1,8,4,1,0.26624724,0.218484265
7760,1,1,9,5,2/15/2025,2/15/2025,2,2,3,2,2,2,1,2,4,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,12,3,2,5,5,1,5,2,1,3,2,2,1,1,3,5,2,1,1,5,1,2,6,3,2,0.937231166,0.627216498
3907,1,1,9,1,3/31/2025,3/31/2025,4,3,1,2,3,1,2,3,4,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,11,4,2,6,6,1,7,1,1,1,,1,2,4,4,3,2,1,1,1,1,1,2,3,2,0.08008215,0.13288441
16505,2,1,,10,5/8/2025,5/8/2025,3,1,3,2,1,1,2,2,4,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,10,3,2,4,6,4,6,3,1,1,,1,2,1,1,1,1,1,2,2,2,,5,2,2,1.604400946,3.988984819
14008,2,1,,2,6/2/2025,6/2/2025,3,1,2,1,3,2,2,2,4,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,11,4,2,3,5,1,1,2,1,1,,1,2,2,2,6,2,1,2,1,1,99,1,2,1,0.577363669,0.518300987
4986,3,1,9,9,3/25/2025,3/25/2025,3,3,1,2,4,2,3,3,4,1,1,1,4,3,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,4,5,2,2,2,1,1,,1,2,1,1,13,4,1,2,2,1,1,1,3,1,0.901801192,0.583656433
9016,2,1,,10,5/5/2025,5/5/2025,1,1,1,1,1,2,2,1,4,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,2,1,2,2,1,1,,1,2,1,1,12,4,1,2,2,1,1,6,1,1,1.604400946,0.81027304
5069,2,1,,10,5/9/2025,5/9/2025,2,1,3,2,3,2,2,2,2,1,1,2,4,3,1,2,1,1,99,99,99,99,99,99,99,99,99,1,1,1,2,2,2,2,4,4,1,1,2,1,1,,1,2,1,1,12,4,1,2,2,1,1,5,3,1,1.604400946,0.764683774
13359,1,1,9,10,2/24/2025,2/24/2025,2,1,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,4,3,1,1,2,1,1,,1,2,1,1,6,2,1,2,3,1,1,8,3,1,1.20330071,1.056843458
12289,1,1,9,4,2/24/2025,2/24/2025,3,2,3,2,3,1,3,1,4,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,4,5,1,1,2,2,2,,2,2,2,2,6,2,1,2,1,1,99,4,3,1,0.420387779,0.385822843
15092,1,1,9,10,2/25/2025,2/25/2025,2,1,2,2,2,2,2,2,4,1,1,1,2,2,1,3,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,,1,2,1,1,11,4,1,2,2,1,1,4,3,1,0.802200473,0.616164299
6558,1,1,9,2,3/28/2025,3/28/2025,4,2,2,2,3,2,1,3,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,4,1,3,2,1,2,,2,1,99,3,2,1,1,2,4,1,99,5,2,1,0.866045503,0.87351873
12648,3,1,9,10,2/27/2025,2/27/2025,3,1,2,1,2,2,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,99,1,12,3,1,2,6,2,6,1,1,3,1,1,2,1,1,13,4,1,1,2,1,99,5,2,1,1.604400946,0.694078742
49,2,2,,5,5/6/2025,5/6/2025,2,1,3,1,3,2,1,2,4,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,99,9,1,1,3,4,2,4,2,2,1,3,1,4,1,1.249641554,0.578859933
8312,2,1,,8,5/5/2025,5/5/2025,3,2,2,2,3,2,3,3,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,99,1,1,2,1,2,,2,1,99,3,9,3,1,1,3,1,2,6,2,1,1.154893275,0.573812717
3013,3,1,9,8,4/30/2025,4/30/2025,4,1,1,2,2,2,1,1,4,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,7,4,2,3,5,2,3,1,1,2,,2,1,4,3,5,2,1,1,2,1,2,8,3,1,0.76992885,0.474103055
11926,1,1,9,10,3/26/2025,3/26/2025,2,2,2,2,2,1,1,2,4,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,12,3,2,5,6,2,2,1,1,2,,2,2,1,1,11,4,1,1,1,1,2,7,1,1,0.401100237,0.136911956
3649,2,1,,2,5/27/2025,5/27/2025,2,1,3,1,2,2,3,2,4,1,1,1,3,3,2,,1,1,99,99,99,99,99,99,99,99,99,1,1,1,2,1,1,1,2,1,1,1,3,2,1,,1,2,1,1,9,3,1,1,99,2,,1,3,1,1.154727337,2.814062995
12598,1,1,9,10,2/26/2025,2/26/2025,2,3,2,2,2,1,3,1,1,2,1,1,2,2,1,2,1,1,99,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,5,6,3,6,2,1,1,,1,2,1,1,7,3,1,1,1,1,1,8,3,2,0.401100237,0.306539858
11672,2,1,,9,5/20/2025,5/20/2025,3,1,3,2,1,1,1,4,4,1,1,1,2,2,2,,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,6,5,1,1,2,2,1,,1,2,1,1,9,3,1,2,1,2,,1,2,2,0.450900596,0.391135549
18112,1,1,9,10,3/29/2025,3/29/2025,4,2,1,2,2,2,1,3,4,2,1,1,1,1,1,4,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,9,3,2,6,6,4,7,3,1,2,,2,2,1,1,1,1,1,2,2,1,2,1,3,1,0.802200473,1.235055083
6057,2,1,,10,6/2/2025,6/2/2025,3,3,2,2,3,2,3,4,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,12,3,2,6,6,4,7,3,3,4,2,2,2,5,4,5,2,1,3,1,2,,1,4,1,0.802200473,3.332669984
15391,2,1,,10,5/5/2025,5/5/2025,2,2,2,2,2,2,1,1,4,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,10,3,2,6,6,4,7,1,1,2,,2,2,1,1,6,2,4,1,2,1,2,8,3,1,1.604400946,1.14214113
17835,1,1,9,10,3/25/2025,3/25/2025,4,1,2,2,2,2,2,2,4,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,10,3,2,6,6,4,7,2,1,1,,1,2,1,1,3,2,1,2,3,1,1,5,2,1,1.20330071,1.203189442
2927,1,1,9,10,2/26/2025,2/26/2025,3,3,1,2,3,2,1,4,4,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,5,5,2,3,1,3,2,,2,1,1,3,3,2,4,2,1,1,2,5,3,1,0.401100237,0.497216656
9764,2,1,,10,5/5/2025,5/5/2025,2,1,2,1,1,2,2,1,4,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,12,3,2,4,1,1,5,3,1,3,1,1,2,1,1,8,3,1,1,1,1,1,3,1,2,0.802200473,1.054731966
18119,2,1,,1,5/12/2025,5/12/2025,3,1,3,2,3,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,,1,2,1,1,13,4,1,2,1,1,1,5,3,2,0.160164299,0.161750709
15032,2,1,,9,5/15/2025,5/15/2025,3,3,1,2,3,2,1,1,4,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,10,3,2,5,6,4,7,1,1,3,2,2,2,1,1,9,3,1,1,1,1,2,7,2,1,0.450900596,0.2371879
2976,2,1,,10,5/27/2025,5/27/2025,3,3,3,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,,1,2,1,1,7,3,1,2,2,1,1,4,2,2,1.604400946,0.752350563
14858,3,1,10,7,3/3/2025,3/3/2025,4,1,1,2,3,99,3,2,4,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,4,2,2,1,99,3,8,3,4,2,2,2,,3,4,1,0.35499632,0.55047411
14644,2,1,,10,5/5/2025,5/5/2025,2,2,2,2,3,2,1,2,4,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,4,1,2,2,1,2,,2,2,1,1,13,4,1,2,1,1,2,2,3,1,0.802200473,0.34640767
2064,1,1,9,10,3/4/2025,3/4/2025,3,1,3,2,1,2,3,2,4,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,4,1,1,1,1,1,,1,2,3,5,4,2,4,2,2,1,1,8,2,1,0.802200473,0.746608799
9055,1,1,9,10,2/25/2025,2/25/2025,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,5,5,3,2,2,1,2,,2,2,2,2,7,3,1,1,3,1,2,8,4,1,1.20330071,1.254673523
11216,1,1,9,10,3/26/2025,3/26/2025,3,1,3,2,2,2,3,3,4,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,12,3,2,5,5,3,5,1,1,4,1,1,2,1,1,3,2,1,2,4,1,1,1,2,2,1.20330071,1.000087918
12068,2,1,,10,5/8/2025,5/8/2025,1,3,2,1,1,2,1,2,4,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,12,3,2,5,5,3,6,1,1,2,,2,2,3,5,7,3,4,2,3,1,2,8,4,1,2.406601419,1.469616943
14773,2,1,,10,6/9/2025,6/9/2025,2,3,3,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,5,1,1,1,1,1,,1,2,1,1,12,4,1,1,2,1,1,2,3,2,1.604400946,0.465742837
4034,1,1,9,10,3/3/2025,3/3/2025,2,1,2,1,2,1,2,2,4,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,3,1,1,2,1,1,11,4,1,1,1,1,1,5,2,1,0.401100237,0.167240121
15675,2,1,,10,6/2/2025,6/2/2025,3,2,1,2,4,2,3,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,1,1,2,2,1,1,4,1,1,1.604400946,2.399545793
13842,2,1,,9,5/23/2025,5/23/2025,3,3,2,2,2,1,3,3,4,2,1,1,3,3,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,12,3,2,6,6,4,6,1,2,4,99,9,2,1,1,10,4,4,2,2,2,,4,4,2,0.901801192,0.859150285
11778,1,1,9,10,2/24/2025,2/24/2025,3,3,1,2,2,2,1,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,9,3,2,6,6,4,7,1,1,2,,2,2,1,1,4,2,1,1,2,1,2,6,1,1,0.802200473,0.821072466
18201,1,1,9,10,2/24/2025,2/24/2025,3,1,3,2,4,2,2,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,4,6,1,2,1,1,3,1,1,2,1,1,11,4,1,1,2,1,1,8,4,1,0.802200473,0.286184223
5736,1,1,9,10,4/3/2025,4/3/2025,3,1,1,1,3,1,2,2,4,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,5,6,2,5,2,1,1,,1,1,99,3,5,2,1,2,1,1,1,3,3,1,0.401100237,0.261565059
12224,1,1,9,10,3/1/2025,3/1/2025,4,1,2,2,3,1,2,3,4,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,4,4,2,6,6,2,4,2,1,1,,1,2,1,1,5,2,1,1,3,1,1,4,2,1,1.20330071,1.050484224
653,2,1,,10,5/5/2025,5/5/2025,3,2,1,2,3,2,3,2,4,2,1,1,5,4,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,5,1,1,1,3,1,1,,1,2,1,1,10,4,1,2,2,2,,5,3,1,1.604400946,1.996809925
9439,2,2,,8,5/2/2025,5/2/2025,3,2,1,1,3,1,1,2,4,2,1,1,2,2,1,1,1,1,1,1,1,1,1,99,99,99,99,1,1,1,2,12,3,1,99,1,3,1,3,1,2,,2,1,2,3,9,3,4,1,2,1,2,1,3,1,0.76992885,1.553449312
10498,1,1,9,10,3/21/2025,3/21/2025,2,3,3,1,2,99,1,1,4,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,6,3,6,1,1,1,,1,2,1,1,8,3,1,1,2,1,1,6,4,2,0.802200473,0.589217866
10998,1,1,9,10,3/25/2025,3/25/2025,3,2,2,2,2,2,3,2,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,9,3,2,6,6,4,7,1,1,2,,2,2,1,1,6,2,1,2,2,1,2,7,4,2,0.802200473,0.641305046
3301,2,1,,10,5/1/2025,5/1/2025,3,3,1,1,2,2,2,1,4,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,5,1,1,2,2,1,,1,2,1,1,8,3,1,2,2,2,,1,3,2,1.604400946,1.483002397
8931,2,1,,2,5/13/2025,5/13/2025,3,2,1,2,4,2,3,3,4,1,1,1,1,1,2,,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,3,4,2,2,2,1,2,,2,2,1,1,7,3,1,1,2,1,2,1,1,1,1.154727337,0.843100481
3635,2,1,,10,5/27/2025,5/27/2025,3,1,2,2,2,1,2,1,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,6,6,3,6,3,2,3,1,1,2,1,1,8,3,1,1,3,2,,7,3,1,2.406601419,5.454124254
9575,1,1,9,10,2/24/2025,2/24/2025,2,1,3,2,3,1,2,1,4,2,1,1,2,2,1,2,1,1,1,1,99,99,1,99,99,99,1,1,1,1,1,2,2,2,2,6,1,5,1,1,3,1,1,2,1,1,11,4,1,1,2,1,1,6,2,1,0.802200473,0.359885163
18252,1,1,9,9,3/20/2025,3/20/2025,3,2,2,2,3,2,2,2,4,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,10,3,2,6,6,4,7,2,1,3,2,2,2,1,1,1,1,1,1,2,1,2,7,3,2,0.450900596,0.852605143
2367,1,1,9,10,3/7/2025,3/7/2025,3,1,1,2,1,1,2,3,4,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,5,6,3,5,2,1,1,,1,2,1,1,8,3,1,1,1,1,1,4,4,1,0.401100237,0.358193344
15281,2,1,,10,5/5/2025,5/5/2025,2,2,2,2,2,1,1,2,4,1,1,1,2,2,1,4,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,4,4,2,3,2,1,3,2,2,2,1,1,10,4,4,2,2,1,2,3,1,1,1.604400946,0.706694434
15574,1,1,9,10,2/27/2025,2/27/2025,2,3,2,2,2,2,1,1,4,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,5,5,2,6,1,2,2,,2,2,3,5,5,2,1,2,2,2,,8,4,1,0.802200473,1.298293118
3662,2,1,,10,5/13/2025,5/13/2025,2,2,2,2,1,1,1,1,4,2,1,1,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,12,3,2,6,6,3,6,3,1,2,,2,2,1,1,7,3,1,1,1,1,2,5,4,1,0.802200473,1.039679844
5877,2,1,,10,5/12/2025,5/12/2025,3,3,3,2,3,1,2,2,4,2,2,2,6,4,,,,,,,,,,,,,,1,1,2,2,12,3,2,6,6,4,7,3,2,4,99,9,2,1,1,9,3,1,1,1,2,,1,2,1,0.802200473,1.700277701
4566,1,1,9,10,3/10/2025,3/10/2025,3,3,2,1,4,2,3,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,12,3,1,5,5,1,1,3,1,3,1,1,2,1,1,1,1,1,2,2,2,,2,2,1,0.802200473,2.131946316
8170,1,1,9,10,2/27/2025,2/27/2025,4,2,2,2,2,1,3,3,4,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,3,6,2,1,1,1,4,2,2,2,1,1,4,2,1,1,1,2,,6,3,1,0.401100237,0.797942302
6568,1,1,9,10,2/25/2025,2/25/2025,2,3,2,2,2,1,3,2,4,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,6,6,3,5,3,2,3,2,2,2,1,1,10,4,1,2,1,2,,1,2,1,0.401100237,0.451688158
8871,2,1,,10,5/9/2025,5/9/2025,3,2,2,2,1,2,3,1,4,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,3,3,1,2,1,1,2,,2,2,2,2,7,3,1,1,4,1,2,8,2,1,2.406601419,1.502895763
17444,2,1,,5,5/9/2025,5/9/2025,4,2,1,2,4,2,1,3,4,2,1,1,1,1,1,4,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,12,3,2,6,6,4,7,3,1,4,2,2,1,1,3,1,1,1,3,4,1,2,1,4,1,1.874462331,5.454124254
9117,2,1,,10,5/6/2025,5/6/2025,1,3,1,2,3,1,2,3,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,5,6,3,6,1,1,1,,1,2,1,1,12,4,1,1,1,1,1,3,3,1,0.802200473,0.267073793
9304,1,1,9,10,3/2/2025,3/2/2025,3,1,3,1,2,1,2,3,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,4,3,1,3,2,1,1,,1,2,1,1,8,3,1,1,2,1,1,4,3,1,0.802200473,0.765085027
4559,1,1,9,10,3/29/2025,3/29/2025,4,2,1,2,4,2,1,2,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,4,6,2,5,1,1,2,,2,2,1,1,2,1,1,2,2,1,2,3,4,1,0.802200473,1.072885104
11401,2,1,,2,5/6/2025,5/6/2025,2,3,2,2,3,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,4,5,2,5,2,1,2,,2,2,1,1,13,4,1,1,1,2,,6,3,1,0.577363669,0.44745681
16312,2,1,,8,5/5/2025,5/5/2025,3,3,1,1,3,2,3,2,4,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,6,1,1,1,1,99,99,9,1,1,3,10,4,4,1,3,2,,5,1,1,1.154893275,1.256971041
6067,2,1,,10,5/5/2025,5/5/2025,4,2,1,2,2,1,3,2,4,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,12,3,2,6,6,4,6,1,1,3,2,2,2,1,1,9,3,1,2,1,1,2,4,2,1,0.802200473,0.553945297
13180,2,1,,10,5/2/2025,5/2/2025,2,2,3,2,3,1,2,1,4,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,,1,2,1,1,5,2,1,1,2,1,1,8,3,1,1.604400946,1.311949945
11719,2,1,,10,5/8/2025,5/8/2025,2,2,1,2,2,2,1,2,4,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,6,2,5,2,1,2,,2,2,1,1,11,4,1,1,1,1,2,4,2,1,0.802200473,0.271414846
2650,2,1,,10,5/14/2025,5/14/2025,3,2,2,2,3,2,1,2,2,2,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,5,2,3,3,1,2,,2,2,1,1,11,4,1,2,1,1,2,3,3,1,0.802200473,0.503739406
14280,1,1,9,10,3/11/2025,3/11/2025,3,3,3,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,3,2,2,2,2,2,9,3,1,2,2,1,99,8,3,1,0.802200473,0.710214269
6257,2,1,,2,5/6/2025,5/6/2025,4,1,1,2,3,1,3,4,4,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,4,6,1,3,1,1,1,,1,2,1,1,8,3,1,2,3,2,,6,3,1,1.732091006,1.927103066
2029,2,1,,10,6/10/2025,6/10/2025,2,1,2,1,2,1,2,2,4,2,1,1,2,2,2,,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,4,2,1,1,2,1,1,,1,2,1,1,10,4,1,1,3,1,1,6,2,1,2.406601419,0.874982806
4005,1,1,9,10,2/27/2025,2/27/2025,4,2,2,2,3,2,1,2,4,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,12,3,2,5,6,2,2,1,1,2,,2,2,1,1,3,2,1,2,2,1,2,7,2,2,0.802200473,0.589530793
11021,2,1,9,10,5/5/2025,5/5/2025,2,2,2,1,3,2,1,2,4,1,1,1,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,4,4,2,2,2,1,1,1,3,4,99,9,2,2,2,5,2,4,1,5,1,1,4,2,1,2.406601419,2.20835732
3400,2,1,,10,5/5/2025,5/5/2025,3,2,2,2,2,2,1,1,4,1,1,1,3,3,1,2,1,1,99,99,99,1,99,99,2,99,99,1,1,1,2,11,4,2,1,1,1,2,1,1,2,,2,2,1,1,10,4,4,2,2,1,2,4,4,2,1.604400946,0.744933236
3807,1,1,9,10,2/16/2025,2/16/2025,3,1,3,2,2,2,3,1,4,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,5,5,2,2,1,1,2,,2,2,1,1,6,2,1,2,2,1,2,8,2,2,0.802200473,0.471248582
5733,2,1,,10,5/21/2025,5/21/2025,3,2,1,2,4,2,1,2,1,2,1,1,3,3,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,11,4,2,5,6,2,1,2,1,4,99,9,2,99,99,9,3,1,2,1,2,,4,3,1,0.802200473,0.825073249
2576,2,1,,10,5/5/2025,5/5/2025,3,1,2,2,2,2,1,2,4,1,1,1,3,3,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,,1,2,1,1,10,4,1,2,1,1,1,3,3,1,0.802200473,0.395187679
3102,1,1,9,5,3/7/2025,3/7/2025,3,2,2,2,2,2,3,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,6,1,2,2,1,2,,2,2,1,1,10,4,1,1,1,1,2,4,4,1,0.312410389,0.145152441
2571,1,1,9,10,3/16/2025,3/16/2025,4,2,3,2,3,2,1,3,2,1,1,1,3,3,2,,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,5,6,2,6,2,1,2,,2,2,1,1,10,4,1,2,1,1,2,1,2,2,0.401100237,0.156116169
6531,3,1,9,10,4/16/2025,4/16/2025,2,3,1,2,2,2,1,2,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,9,3,2,6,6,1,7,1,1,3,2,2,2,1,1,13,4,1,2,1,1,2,2,2,1,0.802200473,0.302337765
9757,2,1,,10,5/27/2025,5/27/2025,2,3,2,2,1,2,1,1,4,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,4,2,2,2,3,2,,2,2,3,5,1,1,1,1,3,2,,8,1,1,2.406601419,5.454124254
4167,2,1,,7,5/8/2025,5/8/2025,2,1,1,2,3,1,3,2,3,2,1,1,2,2,2,,1,99,99,99,99,99,99,99,99,99,99,1,1,1,2,2,2,2,4,6,1,1,2,1,1,,1,2,5,4,10,4,1,1,3,1,1,3,4,1,0.53249448,0.391161802
6228,1,1,9,6,4/1/2025,4/1/2025,4,2,1,1,3,2,1,3,4,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,9,3,2,6,6,4,7,2,1,2,,2,1,1,3,2,1,1,2,2,1,2,2,4,1,0.783130842,0.98274843
